session_id,search_id,search_time,session_starting_time,booking_id
session_222,search_250,2021-11-02T14:52:27Z,2021-11-02T14:43:35.369Z,booking_174
session_222,search_852,2021-11-02T14:47:31Z,2021-11-02T14:43:35.369Z,
session_212,search_1160,2020-03-05T02:46:53.949Z,2020-03-05T02:28:14Z,
session_48,search_373,2020-11-18T12:30:01Z,2020-11-18T11:57:29.116Z,
session_48,search_295,2020-11-18T11:57:38Z,2020-11-18T11:57:29.116Z,booking_199
session_48,search_213,2020-11-18T12:30:24Z,2020-11-18T11:57:29.116Z,
session_48,search_396,2020-11-18T12:30:10Z,2020-11-18T11:57:29.116Z,
session_48,search_452,2020-11-18T12:30:35Z,2020-11-18T11:57:29.116Z,
session_212,search_1128,2020-03-05T02:28:19.815Z,2020-03-05T02:28:14Z,
session_212,search_1001,2020-03-05T03:09:19.130Z,2020-03-05T02:28:14Z,booking_98
session_76,search_179,2018-12-01T20:54:35.192Z,2018-12-01T19:56:55.162Z,booking_154
session_76,search_8,2018-12-01T20:09:44.259Z,2018-12-01T19:56:55.162Z,
session_76,search_179,2018-12-01T20:54:35.192Z,2018-12-01T19:56:55.162Z,
session_76,search_8,2018-12-01T20:09:44.259Z,2018-12-01T19:56:55.162Z,
session_76,search_34,2018-12-01T19:57:30.288Z,2018-12-01T19:56:55.162Z,booking_142
session_76,search_154,2018-12-01T21:40:06.297Z,2018-12-01T19:56:55.162Z,
session_76,search_34,2018-12-01T19:57:30.288Z,2018-12-01T19:56:55.162Z,booking_142
session_293,search_879,2020-12-23T20:58:22Z,2020-12-23T20:58:18.488Z,booking_152
session_173,search_624,2020-11-16T16:06:02Z,2020-11-16T16:04:58Z,
session_173,search_940,2020-11-16T16:09:45Z,2020-11-16T16:04:58Z,
session_173,search_932,2020-11-16T16:05:13Z,2020-11-16T16:04:58Z,
session_173,search_924,2020-11-16T16:15:33Z,2020-11-16T16:04:58Z,booking_47
session_274,search_630,2020-12-22T18:15:47Z,2020-12-22T18:15:29.816Z,booking_237
session_55,search_711,2020-10-08T16:04:00Z,2020-10-08T16:00:21Z,booking_145
session_55,search_551,2020-10-08T16:38:18Z,2020-10-08T16:00:21Z,
session_55,search_432,2020-10-08T16:12:39Z,2020-10-08T16:00:21Z,
session_210,search_1226,2019-12-04T20:50:50.071Z,2019-12-04T20:50:50.071Z,booking_230
session_98,search_296,2019-12-05T16:40:48.267Z,2019-12-05T16:40:54.569Z,booking_185
session_300,search_980,2021-12-03T06:03:49Z,2021-12-03T06:02:28Z,
session_300,search_1154,2021-12-03T06:57:19Z,2021-12-03T06:02:28Z,booking_320
session_300,search_1027,2021-12-03T06:25:08Z,2021-12-03T06:02:28Z,
session_300,search_980,2021-12-03T06:03:49Z,2021-12-03T06:02:28Z,
session_300,search_980,2021-12-03T06:03:49Z,2021-12-03T06:02:28Z,
session_300,search_1198,2021-12-03T06:23:01Z,2021-12-03T06:02:28Z,
session_300,search_1059,2021-12-03T06:28:36Z,2021-12-03T06:02:28Z,
session_276,search_730,2020-02-22T13:14:10.003Z,2020-02-22T13:02:44Z,
session_276,search_453,2020-02-22T13:04:14.365Z,2020-02-22T13:02:44Z,
session_276,search_572,2020-02-22T13:14:47.505Z,2020-02-22T13:02:44Z,
session_276,search_594,2020-02-22T13:16:43.788Z,2020-02-22T13:02:44Z,
session_276,search_717,2020-02-22T13:10:39.760Z,2020-02-22T13:02:44Z,
session_111,search_1046,2020-02-22T16:45:32.298Z,2020-02-22T16:43:34.293Z,booking_273
session_324,search_125,2018-09-11T14:05:12.123Z,2018-09-11T14:04:54.935Z,booking_121
session_324,search_1323,2018-09-11T13:57:48.980Z,2018-09-11T14:04:54.935Z,booking_147
session_276,search_857,2020-02-22T13:09:53.763Z,2020-02-22T13:02:44Z,
session_276,search_743,2020-02-22T13:18:33.253Z,2020-02-22T13:02:44Z,booking_62
session_276,search_906,2020-02-22T13:11:10.271Z,2020-02-22T13:02:44Z,
session_15,search_381,2020-01-16T22:22:37.803Z,2020-01-16T22:20:27Z,booking_312
session_15,search_627,2020-01-16T22:20:31.126Z,2020-01-16T22:20:27Z,
session_311,search_532,2020-01-15T21:02:55.633Z,2020-01-15T20:42:35.825Z,
session_311,search_654,2020-01-15T21:02:31.908Z,2020-01-15T20:42:35.825Z,
session_311,search_472,2020-01-15T21:04:03.110Z,2020-01-15T20:42:35.825Z,
session_311,search_349,2020-01-15T20:43:57.202Z,2020-01-15T20:42:35.825Z,booking_4
session_311,search_860,2020-01-15T20:42:36.084Z,2020-01-15T20:42:35.825Z,
session_311,search_349,2020-01-15T20:43:57.202Z,2020-01-15T20:42:35.825Z,
session_311,search_287,2020-01-15T20:42:34.305Z,2020-01-15T20:42:35.825Z,
session_311,search_846,2020-01-15T21:12:31.340Z,2020-01-15T20:42:35.825Z,
session_24,search_541,2020-01-12T17:37:18.591Z,2020-01-12T17:11:10.379Z,
session_24,search_943,2020-01-12T17:11:57.401Z,2020-01-12T17:11:10.379Z,booking_218
session_35,search_221,2019-08-03T17:21:20.249Z,2019-08-03T17:20:46.982Z,
session_35,search_573,2019-08-03T17:41:35.383Z,2019-08-03T17:20:46.982Z,
session_35,search_519,2019-08-03T17:42:24.011Z,2019-08-03T17:20:46.982Z,
session_35,search_818,2019-08-03T17:21:44.995Z,2019-08-03T17:20:46.982Z,
session_35,search_613,2019-08-03T17:42:42.503Z,2019-08-03T17:20:46.982Z,booking_208
session_64,search_986,2020-02-27T07:24:53.796Z,2020-02-27T07:22:15.371Z,booking_14
session_64,search_1045,2020-02-27T07:23:32.754Z,2020-02-27T07:22:15.371Z,
session_50,search_372,2021-12-09T19:33:42Z,2021-12-09T19:27:14.824Z,booking_0
session_50,search_742,2021-12-09T19:57:56Z,2021-12-09T19:27:14.824Z,booking_13
session_50,search_576,2021-12-09T19:27:31Z,2021-12-09T19:27:14.824Z,
session_216,search_450,2020-02-26T14:54:34.898Z,2020-02-26T14:46:50Z,
session_216,search_635,2020-02-26T14:59:18.831Z,2020-02-26T14:46:50Z,
session_216,search_722,2020-02-26T15:45:56.626Z,2020-02-26T14:46:50Z,
session_216,search_661,2020-02-26T15:01:32.181Z,2020-02-26T14:46:50Z,
session_216,search_939,2020-02-26T15:44:59.253Z,2020-02-26T14:46:50Z,
session_216,search_936,2020-02-26T15:01:18.658Z,2020-02-26T14:46:50Z,
session_216,search_884,2020-02-26T15:46:43.580Z,2020-02-26T14:46:50Z,
session_216,search_227,2020-02-26T14:47:36.771Z,2020-02-26T14:46:50Z,
session_216,search_883,2020-02-26T15:46:57.190Z,2020-02-26T14:46:50Z,booking_337
session_16,search_374,2022-03-28T07:52:43Z,2022-03-28T07:52:17Z,booking_267
session_16,search_374,2022-03-28T07:52:43Z,2022-03-28T07:52:17Z,
session_321,search_1245,2020-02-25T07:25:35.838Z,2020-02-25T07:24:40Z,booking_316
session_3,search_1190,2019-09-13T13:13:19.693Z,2019-09-13T13:13:17Z,booking_290
session_97,search_560,2020-01-18T05:47:09.222Z,2020-01-18T05:34:46Z,
session_97,search_725,2020-01-18T05:35:46.229Z,2020-01-18T05:34:46Z,
session_97,search_557,2020-01-18T05:45:03.652Z,2020-01-18T05:34:46Z,
session_97,search_465,2020-01-18T05:41:07.560Z,2020-01-18T05:34:46Z,
session_97,search_231,2020-01-18T05:55:05.766Z,2020-01-18T05:34:46Z,booking_324
session_0,search_202,2020-01-18T06:36:23.505Z,2020-01-18T06:22:33Z,
session_0,search_854,2020-01-18T06:42:41.450Z,2020-01-18T06:22:33Z,booking_101
session_97,search_918,2020-01-18T05:44:21.014Z,2020-01-18T05:34:46Z,
session_97,search_628,2020-01-18T05:35:05.349Z,2020-01-18T05:34:46Z,
session_0,search_447,2020-01-18T06:23:05.362Z,2020-01-18T06:22:33Z,
session_97,search_380,2020-01-18T05:36:13.001Z,2020-01-18T05:34:46Z,
session_97,search_401,2020-01-18T05:41:56.354Z,2020-01-18T05:34:46Z,
session_97,search_793,2020-01-18T05:40:58.737Z,2020-01-18T05:34:46Z,
session_97,search_946,2020-01-18T05:42:34.182Z,2020-01-18T05:34:46Z,
session_183,search_1249,2019-06-30T12:24:14.495Z,2019-06-30T12:23:50.873Z,booking_8
session_317,search_786,2020-02-24T11:58:36.719Z,2020-02-24T11:46:38.424Z,booking_165
session_34,search_660,2020-07-21T16:08:31Z,2020-07-21T16:15:39.869Z,booking_247
session_109,search_378,2021-02-02T18:35:35Z,2021-02-02T18:35:07.013Z,booking_276
session_292,search_1035,2022-02-16T15:43:29Z,2022-02-16T15:43:08.734Z,booking_129
session_201,search_1119,2022-02-16T19:25:20Z,2022-02-16T19:25:29.104Z,booking_300
session_163,search_683,2020-02-29T08:16:34.067Z,2020-02-29T08:10:52Z,
session_163,search_683,2020-02-29T08:16:34.067Z,2020-02-29T08:10:52Z,booking_311
session_163,search_683,2020-02-29T08:16:34.067Z,2020-02-29T08:10:52Z,
session_318,search_299,2021-10-24T14:42:56Z,2021-10-24T14:38:12Z,
session_318,search_479,2021-10-24T14:43:23Z,2021-10-24T14:38:12Z,
session_318,search_247,2021-10-24T14:39:27Z,2021-10-24T14:38:12Z,
session_318,search_646,2021-10-24T14:41:29Z,2021-10-24T14:38:12Z,
session_318,search_859,2021-10-24T14:45:25Z,2021-10-24T14:38:12Z,booking_80
session_318,search_729,2021-10-24T14:40:36Z,2021-10-24T14:38:12Z,
session_318,search_238,2021-10-24T14:42:13Z,2021-10-24T14:38:12Z,
session_318,search_777,2021-10-24T14:43:57Z,2021-10-24T14:38:12Z,
session_318,search_502,2021-10-24T14:40:11Z,2021-10-24T14:38:12Z,
session_318,search_188,2021-10-24T14:38:42Z,2021-10-24T14:38:12Z,
session_318,search_427,2021-10-24T14:45:02Z,2021-10-24T14:38:12Z,
session_11,search_733,2021-10-26T15:14:59Z,2021-10-26T15:13:47.948Z,booking_83
session_10,search_1194,2019-07-08T21:01:47.218Z,2019-07-08T20:42:51.675Z,booking_31
session_10,search_1235,2019-07-08T20:44:59.881Z,2019-07-08T20:42:51.675Z,
session_10,search_1030,2019-07-08T20:47:22.750Z,2019-07-08T20:42:51.675Z,
session_19,search_118,2018-10-22T13:44:03.595Z,2018-10-22T13:14:56.979Z,
session_19,search_147,2018-10-22T13:43:36.744Z,2018-10-22T13:14:56.979Z,
session_19,search_118,2018-10-22T13:44:03.595Z,2018-10-22T13:14:56.979Z,
session_19,search_51,2018-10-22T13:24:03.171Z,2018-10-22T13:14:56.979Z,
session_19,search_1335,2018-10-22T13:37:50.546Z,2018-10-22T13:14:56.979Z,
session_19,search_166,2018-10-22T13:39:18.518Z,2018-10-22T13:14:56.979Z,
session_19,search_105,2018-10-22T13:15:20.285Z,2018-10-22T13:14:56.979Z,
session_19,search_129,2018-10-22T13:34:04.336Z,2018-10-22T13:14:56.979Z,booking_204
session_19,search_152,2018-10-22T13:41:01.104Z,2018-10-22T13:14:56.979Z,
session_19,search_79,2018-10-22T13:40:19.536Z,2018-10-22T13:14:56.979Z,
session_19,search_56,2018-10-22T13:40:49.916Z,2018-10-22T13:14:56.979Z,
session_10,search_1207,2019-07-08T21:00:59.588Z,2019-07-08T20:42:51.675Z,
session_19,search_1262,2018-10-22T13:43:50.152Z,2018-10-22T13:14:56.979Z,
session_19,search_98,2018-10-22T13:42:35.915Z,2018-10-22T13:14:56.979Z,
session_19,search_158,2018-10-22T13:38:49.863Z,2018-10-22T13:14:56.979Z,
session_19,search_1338,2018-10-22T13:38:06.901Z,2018-10-22T13:14:56.979Z,
session_19,search_153,2018-10-22T13:38:17.521Z,2018-10-22T13:14:56.979Z,
session_19,search_1292,2018-10-22T13:31:53.723Z,2018-10-22T13:14:56.979Z,
session_19,search_1334,2018-10-22T13:39:52.345Z,2018-10-22T13:14:56.979Z,
session_10,search_1018,2019-07-08T20:58:43.356Z,2019-07-08T20:42:51.675Z,
session_19,search_176,2018-10-22T13:43:52.521Z,2018-10-22T13:14:56.979Z,
session_19,search_1328,2018-10-22T13:33:21.512Z,2018-10-22T13:14:56.979Z,
session_19,search_1299,2018-10-22T13:31:32.991Z,2018-10-22T13:14:56.979Z,
session_5,search_974,2022-01-05T21:42:46Z,2022-01-05T21:42:38Z,booking_169
session_19,search_1272,2018-10-22T13:28:50.504Z,2018-10-22T13:14:56.979Z,
session_19,search_123,2018-10-22T13:31:39.601Z,2018-10-22T13:14:56.979Z,
session_19,search_96,2018-10-22T13:31:46.167Z,2018-10-22T13:14:56.979Z,
session_19,search_1336,2018-10-22T13:40:03.753Z,2018-10-22T13:14:56.979Z,
session_19,search_164,2018-10-22T13:40:45.932Z,2018-10-22T13:14:56.979Z,
session_19,search_67,2018-10-22T13:42:16.525Z,2018-10-22T13:14:56.979Z,
session_19,search_1297,2018-10-22T13:43:00.083Z,2018-10-22T13:14:56.979Z,
session_19,search_1289,2018-10-22T13:39:32.999Z,2018-10-22T13:14:56.979Z,
session_5,search_974,2022-01-05T21:42:46Z,2022-01-05T21:42:38Z,booking_169
session_19,search_1345,2018-10-22T13:42:49.265Z,2018-10-22T13:14:56.979Z,
session_19,search_41,2018-10-22T13:43:17.628Z,2018-10-22T13:14:56.979Z,
session_19,search_185,2018-10-22T13:41:51.133Z,2018-10-22T13:14:56.979Z,
session_225,search_813,2021-10-28T11:52:11Z,2021-10-28T11:10:34Z,booking_102
session_225,search_488,2021-10-28T11:12:37Z,2021-10-28T11:10:34Z,
session_225,search_258,2021-10-28T11:12:17Z,2021-10-28T11:10:34Z,
session_225,search_900,2021-10-28T11:10:39Z,2021-10-28T11:10:34Z,
session_10,search_1212,2019-07-08T20:42:53.203Z,2019-07-08T20:42:51.675Z,
session_10,search_1037,2019-07-08T20:43:05.777Z,2019-07-08T20:42:51.675Z,
session_10,search_1231,2019-07-08T20:44:15.376Z,2019-07-08T20:42:51.675Z,
session_239,search_942,2021-10-29T10:52:23Z,2021-10-29T10:52:23.691Z,
session_239,search_343,2021-10-29T11:54:03Z,2021-10-29T10:52:23.691Z,
session_239,search_558,2021-10-29T11:50:43Z,2021-10-29T10:52:23.691Z,
session_239,search_824,2021-10-29T11:51:42Z,2021-10-29T10:52:23.691Z,
session_239,search_370,2021-10-29T11:53:36Z,2021-10-29T10:52:23.691Z,
session_239,search_785,2021-10-29T11:55:35Z,2021-10-29T10:52:23.691Z,
session_239,search_198,2021-10-29T10:58:02Z,2021-10-29T10:52:23.691Z,
session_239,search_535,2021-10-29T11:35:18Z,2021-10-29T10:52:23.691Z,
session_239,search_612,2021-10-29T11:53:13Z,2021-10-29T10:52:23.691Z,
session_239,search_691,2021-10-29T11:36:55Z,2021-10-29T10:52:23.691Z,
session_239,search_366,2021-10-29T11:54:52Z,2021-10-29T10:52:23.691Z,
session_239,search_539,2021-10-29T12:12:15Z,2021-10-29T10:52:23.691Z,booking_319
session_239,search_597,2021-10-29T11:54:24Z,2021-10-29T10:52:23.691Z,
session_102,search_75,2018-10-20T16:34:22.763Z,2018-10-20T16:34:07.883Z,
session_102,search_1251,2018-10-20T17:03:43.801Z,2018-10-20T16:34:07.883Z,
session_102,search_75,2018-10-20T16:34:22.763Z,2018-10-20T16:34:07.883Z,booking_317
session_149,search_261,2022-02-14T16:17:54Z,2022-02-14T16:17:51Z,
session_149,search_545,2022-02-14T16:24:21Z,2022-02-14T16:17:51Z,booking_228
session_102,search_75,2018-10-20T16:34:22.763Z,2018-10-20T16:34:07.883Z,booking_317
session_102,search_18,2018-10-20T17:02:31.112Z,2018-10-20T16:34:07.883Z,
session_102,search_14,2018-10-20T16:50:54.263Z,2018-10-20T16:34:07.883Z,
session_102,search_1281,2018-10-20T17:03:14.393Z,2018-10-20T16:34:07.883Z,
session_102,search_70,2018-10-20T17:02:45.585Z,2018-10-20T16:34:07.883Z,
session_102,search_35,2018-10-20T17:00:38.241Z,2018-10-20T16:34:07.883Z,
session_102,search_1294,2018-10-20T17:01:42.001Z,2018-10-20T16:34:07.883Z,
session_102,search_48,2018-10-20T17:00:50.144Z,2018-10-20T16:34:07.883Z,
session_102,search_174,2018-10-20T17:02:17.452Z,2018-10-20T16:34:07.883Z,
session_102,search_1251,2018-10-20T17:03:43.801Z,2018-10-20T16:34:07.883Z,
session_20,search_538,2022-06-04T16:37:29Z,2022-06-04T16:37:04Z,booking_327
session_51,search_890,2022-07-11T18:42:18Z,2022-07-11T18:24:53.318Z,booking_336
session_51,search_632,2022-07-11T18:53:41Z,2022-07-11T18:24:53.318Z,
session_51,search_890,2022-07-11T18:42:18Z,2022-07-11T18:24:53.318Z,booking_336
session_218,search_286,2019-12-08T18:15:22.587Z,2019-12-08T18:03:29Z,
session_218,search_239,2019-12-08T18:06:52.440Z,2019-12-08T18:03:29Z,
session_218,search_220,2019-12-08T18:03:58.033Z,2019-12-08T18:03:29Z,
session_218,search_871,2019-12-08T19:07:57.107Z,2019-12-08T18:03:29Z,
session_218,search_636,2019-12-08T18:11:00.440Z,2019-12-08T18:03:29Z,
session_207,search_778,2019-12-08T11:17:17.709Z,2019-12-08T11:17:17.709Z,booking_277
session_218,search_619,2019-12-08T18:15:47.608Z,2019-12-08T18:03:29Z,
session_218,search_756,2019-12-08T18:11:25.891Z,2019-12-08T18:03:29Z,
session_218,search_352,2019-12-08T18:16:12.264Z,2019-12-08T18:03:29Z,booking_9
session_206,search_750,2019-12-08T11:25:59.826Z,2019-12-08T11:25:59.826Z,booking_223
session_218,search_732,2019-12-08T18:10:46.163Z,2019-12-08T18:03:29Z,
session_218,search_941,2019-12-08T18:08:03.338Z,2019-12-08T18:03:29Z,
session_218,search_492,2019-12-08T18:53:03.779Z,2019-12-08T18:03:29Z,
session_218,search_433,2019-12-08T18:15:04.159Z,2019-12-08T18:03:29Z,
session_218,search_330,2019-12-08T18:09:52.212Z,2019-12-08T18:03:29Z,
session_218,search_485,2019-12-08T18:07:31.474Z,2019-12-08T18:03:29Z,
session_96,search_503,2021-03-05T03:30:20Z,2021-03-05T03:30:02Z,booking_308
session_96,search_503,2021-03-05T03:30:20Z,2021-03-05T03:30:02Z,
session_96,search_503,2021-03-05T03:30:20Z,2021-03-05T03:30:02Z,
session_80,search_901,2020-10-15T13:21:59Z,2020-10-15T13:19:04.116Z,booking_285
session_134,search_564,2020-10-15T14:42:16Z,2020-10-15T14:39:47.196Z,booking_328
session_134,search_509,2020-10-15T14:49:17Z,2020-10-15T14:39:47.196Z,booking_286
session_134,search_421,2020-10-15T14:51:21Z,2020-10-15T14:39:47.196Z,
session_80,search_901,2020-10-15T13:21:59Z,2020-10-15T13:19:04.116Z,booking_285
session_134,search_564,2020-10-15T14:42:16Z,2020-10-15T14:39:47.196Z,booking_328
session_134,search_925,2020-10-15T14:41:07Z,2020-10-15T14:39:47.196Z,
session_164,search_537,2021-09-10T03:01:55Z,2021-09-10T03:01:01.716Z,booking_50
session_27,search_583,2021-09-10T19:03:31Z,2021-09-10T19:03:05.124Z,
session_27,search_435,2021-09-10T19:04:29Z,2021-09-10T19:03:05.124Z,booking_18
session_28,search_498,2021-09-10T21:27:56Z,2021-09-10T21:20:02.898Z,booking_162
session_28,search_588,2021-09-10T21:27:02Z,2021-09-10T21:20:02.898Z,
session_220,search_865,2020-11-21T16:59:43Z,2020-11-21T16:59:20.061Z,booking_5
session_243,search_1221,2022-06-01T16:03:02Z,2022-06-01T16:02:09.246Z,booking_314
session_164,search_537,2021-09-10T03:01:55Z,2021-09-10T03:01:01.716Z,booking_50
session_27,search_567,2021-09-10T19:10:47Z,2021-09-10T19:03:05.124Z,booking_194
session_59,search_616,2021-04-13T15:57:06Z,2021-04-13T15:49:22Z,
session_59,search_647,2021-04-13T16:07:26Z,2021-04-13T15:49:22Z,booking_241
session_59,search_845,2021-04-13T15:52:08Z,2021-04-13T15:49:22Z,
session_59,search_800,2021-04-13T15:53:08Z,2021-04-13T15:49:22Z,
session_59,search_462,2021-04-13T15:53:43Z,2021-04-13T15:49:22Z,
session_59,search_617,2021-04-13T15:50:12Z,2021-04-13T15:49:22Z,
session_59,search_764,2021-04-13T15:51:36Z,2021-04-13T15:49:22Z,
session_59,search_748,2021-04-13T15:51:10Z,2021-04-13T15:49:22Z,
session_203,search_486,2021-04-13T18:12:09Z,2021-04-13T18:11:44.896Z,booking_139
session_105,search_945,2019-12-07T15:33:34.972Z,2019-12-07T15:32:28Z,
session_105,search_794,2019-12-07T15:37:18.524Z,2019-12-07T15:32:28Z,
session_105,search_387,2019-12-07T15:49:38.630Z,2019-12-07T15:32:28Z,
session_105,search_387,2019-12-07T15:49:38.630Z,2019-12-07T15:32:28Z,booking_211
session_86,search_442,2021-08-04T08:33:51Z,2021-08-04T08:33:46Z,booking_325
session_105,search_795,2019-12-07T16:08:42.450Z,2019-12-07T15:32:28Z,
session_105,search_387,2019-12-07T15:49:38.630Z,2019-12-07T15:32:28Z,
session_131,search_803,2021-04-14T18:17:55Z,2021-04-14T18:16:38.176Z,booking_132
session_172,search_938,2021-09-12T17:00:15Z,2021-09-12T16:59:50Z,booking_334
session_172,search_708,2021-09-12T17:04:49Z,2021-09-12T16:59:50Z,
session_130,search_664,2021-04-15T05:41:34Z,2021-04-15T05:40:46Z,booking_87
session_266,search_476,2021-04-15T12:08:29Z,2021-04-15T12:07:29Z,booking_333
session_266,search_454,2021-04-15T12:07:55Z,2021-04-15T12:07:29Z,
session_266,search_740,2021-04-15T12:08:07Z,2021-04-15T12:07:29Z,
session_187,search_774,2021-09-13T11:30:29Z,2021-09-13T11:29:08.789Z,booking_143
session_186,search_767,2021-04-17T17:16:24Z,2021-04-17T16:56:26.860Z,
session_186,search_361,2021-04-17T16:56:44Z,2021-04-17T16:56:26.860Z,booking_161
session_136,search_350,2019-11-07T14:34:09.154Z,2019-11-07T14:33:46Z,booking_187
session_148,search_688,2021-09-02T08:10:18Z,2021-09-02T07:14:52Z,
session_148,search_637,2021-09-02T07:15:16Z,2021-09-02T07:14:52Z,
session_148,search_301,2021-09-02T07:52:42Z,2021-09-02T07:14:52Z,
session_148,search_455,2021-09-02T07:39:02Z,2021-09-02T07:14:52Z,
session_148,search_241,2021-09-02T07:54:01Z,2021-09-02T07:14:52Z,booking_217
session_304,search_834,2019-12-13T11:27:06.224Z,2019-12-13T11:26:50Z,
session_22,search_975,2019-12-13T18:47:12.962Z,2019-12-13T18:05:41Z,
session_22,search_1139,2019-12-13T18:51:53.996Z,2019-12-13T18:05:41Z,
session_22,search_1201,2019-12-13T18:07:17.979Z,2019-12-13T18:05:41Z,
session_304,search_243,2019-12-13T11:28:49.825Z,2019-12-13T11:26:50Z,
session_22,search_952,2019-12-13T18:52:12.648Z,2019-12-13T18:05:41Z,booking_256
session_22,search_1167,2019-12-13T18:08:28.760Z,2019-12-13T18:05:41Z,
session_304,search_536,2019-12-13T11:51:38.153Z,2019-12-13T11:26:50Z,
session_304,search_353,2019-12-13T11:55:08.873Z,2019-12-13T11:26:50Z,booking_246
session_22,search_1172,2019-12-13T18:08:42.075Z,2019-12-13T18:05:41Z,
session_291,search_1248,2020-11-03T15:49:07Z,2020-11-03T15:48:44.088Z,
session_22,search_1060,2019-12-13T18:06:23.048Z,2019-12-13T18:05:41Z,
session_54,search_1246,2020-11-03T11:38:10Z,2020-11-03T11:37:29.894Z,booking_44
session_291,search_1248,2020-11-03T15:49:07Z,2020-11-03T15:48:44.088Z,
session_291,search_1247,2020-11-03T16:06:53Z,2020-11-03T15:48:44.088Z,booking_232
session_22,search_1186,2019-12-13T18:47:24.631Z,2019-12-13T18:05:41Z,
session_22,search_1152,2019-12-13T18:07:01.761Z,2019-12-13T18:05:41Z,
session_148,search_606,2021-09-02T07:51:19Z,2021-09-02T07:14:52Z,
session_257,search_45,2018-09-04T16:36:30.025Z,2018-09-04T16:36:04.019Z,
session_257,search_54,2018-09-04T16:37:46.035Z,2018-09-04T16:36:04.019Z,booking_109
session_257,search_124,2018-09-04T16:36:49.396Z,2018-09-04T16:36:04.019Z,
session_179,search_388,2019-12-14T15:48:44.428Z,2019-12-14T14:47:51Z,
session_179,search_321,2019-12-14T15:22:27.826Z,2019-12-14T14:47:51Z,
session_179,search_311,2019-12-14T15:00:31.649Z,2019-12-14T14:47:51Z,
session_179,search_570,2019-12-14T15:46:20.612Z,2019-12-14T14:47:51Z,
session_179,search_275,2019-12-14T15:47:40.556Z,2019-12-14T14:47:51Z,
session_179,search_645,2019-12-14T14:49:01.462Z,2019-12-14T14:47:51Z,
session_179,search_553,2019-12-14T15:29:00.668Z,2019-12-14T14:47:51Z,
session_179,search_825,2019-12-14T15:28:36.225Z,2019-12-14T14:47:51Z,
session_179,search_760,2019-12-14T15:03:53.713Z,2019-12-14T14:47:51Z,booking_195
session_179,search_933,2019-12-14T14:52:03.510Z,2019-12-14T14:47:51Z,
session_179,search_842,2019-12-14T15:01:14.393Z,2019-12-14T14:47:51Z,
session_179,search_277,2019-12-14T15:23:20.785Z,2019-12-14T14:47:51Z,
session_179,search_760,2019-12-14T15:03:53.713Z,2019-12-14T14:47:51Z,booking_195
session_179,search_192,2019-12-14T15:47:00.826Z,2019-12-14T14:47:51Z,
session_45,search_586,2021-09-04T02:10:11Z,2021-09-04T02:09:49Z,booking_189
session_152,search_817,2021-06-22T18:13:52Z,2021-06-22T18:13:43.135Z,booking_226
session_88,search_233,2021-04-09T12:38:33Z,2021-04-09T12:05:01.592Z,
session_176,search_947,2019-12-12T18:24:00.115Z,2019-12-12T18:22:58Z,
session_152,search_709,2021-06-22T18:20:42Z,2021-06-22T18:13:43.135Z,
session_176,search_1141,2019-12-12T18:48:20.489Z,2019-12-12T18:22:58Z,booking_251
session_170,search_603,2020-11-08T18:23:39Z,2020-11-08T17:22:31Z,booking_97
session_170,search_904,2020-11-08T18:09:17Z,2020-11-08T17:22:31Z,
session_181,search_337,2020-11-08T20:29:48Z,2020-11-08T20:22:16.495Z,booking_292
session_281,search_294,2020-11-08T20:51:50Z,2020-11-08T20:51:50.105Z,booking_113
session_25,search_672,2020-11-08T00:57:39Z,2020-11-08T00:53:30.736Z,
session_170,search_904,2020-11-08T18:09:17Z,2020-11-08T17:22:31Z,
session_170,search_747,2020-11-08T17:37:41Z,2020-11-08T17:22:31Z,
session_181,search_337,2020-11-08T20:29:48Z,2020-11-08T20:22:16.495Z,booking_292
session_25,search_317,2020-11-08T01:12:48Z,2020-11-08T00:53:30.736Z,booking_40
session_88,search_267,2021-04-09T12:17:09Z,2021-04-09T12:05:01.592Z,booking_92
session_88,search_272,2021-04-09T12:06:35Z,2021-04-09T12:05:01.592Z,
session_88,search_233,2021-04-09T12:38:33Z,2021-04-09T12:05:01.592Z,
session_287,search_734,2020-12-14T06:24:39Z,2020-12-14T05:35:58Z,booking_77
session_287,search_324,2020-12-14T05:36:05Z,2020-12-14T05:35:58Z,
session_287,search_229,2020-12-14T06:15:51Z,2020-12-14T05:35:58Z,
session_202,search_186,2019-12-16T22:51:29.184Z,2019-12-16T22:45:33Z,booking_99
session_73,search_377,2019-12-16T16:07:20.820Z,2019-12-16T16:06:26Z,
session_166,search_790,2020-11-06T18:56:37Z,2020-11-06T18:23:47Z,
session_166,search_790,2020-11-06T18:56:37Z,2020-11-06T18:23:47Z,
session_73,search_365,2019-12-16T16:19:07.069Z,2019-12-16T16:06:26Z,
session_73,search_254,2019-12-16T16:43:26.925Z,2019-12-16T16:06:26Z,booking_51
session_73,search_866,2019-12-16T16:21:45.749Z,2019-12-16T16:06:26Z,
session_202,search_212,2019-12-16T22:46:23.300Z,2019-12-16T22:45:33Z,
session_202,search_483,2019-12-16T22:49:58.466Z,2019-12-16T22:45:33Z,
session_73,search_392,2019-12-16T16:11:20.401Z,2019-12-16T16:06:26Z,
session_73,search_891,2019-12-16T16:09:34.334Z,2019-12-16T16:06:26Z,
session_73,search_596,2019-12-16T16:42:51.328Z,2019-12-16T16:06:26Z,
